,Route Name,Route Link,Bus Name,Bus Type,Departure Time,Duration,Arrival Time,Star Rating,Price,Seats Available
404,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - BARASAT - 15:30 (MID DEPOT) - 4004,Non AC Seater (2+3),15:30,08h 30m,00:00,2.0,111.0,50.0
405,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),16:00,08h 00m,00:00,2.8,111.0,47.0
406,Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997,Non AC Seater (2+3),16:40,07h 20m,00:00,3.7,118.0,50.0
407,Barasat (West Bengal) to Kolaghat Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:00,Non AC Seater (2+3),14:00,01h 40m,15:40,1.9,69.0,52.0
408,Barasat (West Bengal) to Kolaghat Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,01h 25m,16:25,3.8,69.0,36.0
409,Barasat (West Bengal) to Kolaghat Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-kolaghat,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,3.0,79.0,36.0
410,Barasat (West Bengal) to Contai (Kanthi) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,WBTC (CTC) BADURIA - DIGHA via Bally - 155|10:40,Non AC Seater (2+3),10:40,03h 10m,13:50,5.0,131.0,52.0
411,Barasat (West Bengal) to Contai (Kanthi) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:00,Non AC Seater (2+3),14:00,03h 10m,17:10,3.8,131.0,36.0
412,Barasat (West Bengal) to Contai (Kanthi) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,02h 45m,17:45,3.5,131.0,36.0
413,Barasat (West Bengal) to Contai (Kanthi) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-contai-kanthi,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,3.8,141.0,36.0
414,Habra to Digha Bus,https://www.redbus.in/bus-tickets/habra-to-digha,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:45,Non AC Seater (2+3),12:45,05h 15m,18:00,1.0,179.0,36.0
415,Barasat (West Bengal) to Nandakumar (west bengal) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:00,Non AC Seater (2+3),14:00,02h 10m,16:10,4.4,90.0,52.0
416,Barasat (West Bengal) to Nandakumar (west bengal) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,01h 45m,16:45,3.7,90.0,36.0
417,Barasat (West Bengal) to Nandakumar (west bengal) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,2.6,100.0,36.0
418,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 09:45 (HOWRAH DEPOT) - 280,Non AC Seater (2+3),09:45,03h 30m,13:15,3.5,150.0,14.0
419,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 10:00 (DGP DEPOT) - 165,Non AC Seater (2+3),10:00,03h 30m,13:30,3.2,150.0,36.0
420,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 10:30 (HOWRAH DEPOT) - 763,Non AC Seater (2+3),10:30,03h 30m,14:00,3.3,150.0,36.0
421,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-BELDA - ASANSOL - VIA - KOLKATA - 06:00 (ASN DEPOT - 3990,Non AC Seater (2+3),10:45,04h 15m,15:00,3.7,150.0,36.0
422,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - ASN - 11:00 (HWH DEPOT) - 2681,Non AC Seater (2+3),11:00,03h 30m,14:30,2.0,150.0,36.0
423,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - L/S - 11:20 (DGP DEPOT) - 758,Non AC Seater (2+3),11:20,03h 30m,14:50,5.0,150.0,36.0
424,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 11:30 (DGP DEPOT) - 178,Non AC Seater (2+3),11:30,03h 45m,15:15,3.9,155.0,36.0
425,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 11:40 (ASANSOL DEPOT) - 250,Non AC Seater (2+3),11:40,03h 30m,15:10,1.0,150.0,36.0
426,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 12:00 (HWH DEP - 401,Non AC Seater (2+3),12:00,03h 30m,15:30,5.0,155.0,36.0
427,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 12:00 - 310,Non AC Seater (2+3),12:00,03h 45m,15:45,3.2,155.0,36.0
428,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - L/S - 12:30 (ASANSOL DEPOT) - 252,Non AC Seater (2+3),12:30,03h 30m,16:00,2.1,150.0,36.0
429,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 12:50 (Durgapur) - 328,Non AC Seater (2+3),12:50,03h 30m,16:20,3.6,150.0,36.0
430,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 13:00 (DGP DEPOT) - 180,Non AC Seater (2+3),13:00,03h 45m,16:45,3.8,155.0,36.0
431,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),13:00,03h 00m,16:00,3.8,150.0,36.0
432,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),13:15,03h 30m,16:45,3.7,150.0,36.0
433,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 13:30 (ASN DEPOT) - 246,Non AC Seater (2+3),13:30,03h 45m,17:15,4.0,155.0,36.0
434,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),13:45,03h 30m,17:15,3.4,150.0,36.0
435,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 14:00 (DGP DEPOT) - 170,Non AC Seater (2+3),14:00,03h 30m,17:30,4.1,150.0,36.0
436,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - A/C - 14:15 (ASN DEPOT) - 1132,AC Seater (2+2),14:15,03h 45m,18:00,3.6,300.0,36.0
437,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),14:15,03h 00m,17:15,4.3,150.0,36.0
438,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 14:30 - 312,Non AC Seater (2+3),14:30,03h 45m,18:15,3.5,155.0,36.0
439,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - BANKURA - 14:30 (Bankura Depot) - 2756,Non AC Seater (2+3),14:30,03h 30m,18:00,3.9,150.0,36.0
440,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 15:00 (ASN DEPOT) - 248,Non AC Seater (2+3),15:00,03h 45m,18:45,3.1,155.0,36.0
441,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 15:00 (ASANSOL DEPOT) - 257,Non AC Seater (2+3),15:00,03h 30m,18:30,3.8,150.0,36.0
442,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 15:15 (DGP DEPOT) - 759,Non AC Seater (2+3),15:15,03h 30m,18:45,3.6,150.0,36.0
443,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - A/C - 15:15 (BNK DEPOT) - 1524,AC Seater (2+2),15:15,04h 15m,19:30,3.7,300.0,36.0
444,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - BANKURA - 15:30 (Bankura Depot) - 294,Non AC Seater (2+3),15:30,03h 30m,19:00,3.4,150.0,36.0
445,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249,Non AC Seater (2+3),15:30,03h 45m,19:15,3.9,155.0,36.0
446,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 16:00 (ASANSOL DEPOT) - 768,Non AC Seater (2+3),16:00,03h 30m,19:30,3.1,150.0,36.0
447,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566,AC Seater (2+2),16:15,04h 00m,20:15,3.8,300.0,36.0
448,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 16:15 (DGP DEPOT) - 760,Non AC Seater (2+3),16:15,03h 30m,19:45,4.7,150.0,36.0
449,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 16:45 (DGP DEPOT) - 181,Non AC Seater (2+3),16:45,03h 45m,20:30,4.0,155.0,36.0
450,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - L/S - 17:00 (ASANSOL DEPOT) - 769,Non AC Seater (2+3),17:00,03h 30m,20:30,3.4,150.0,36.0
451,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 17:15 (DGP DEPOT) - 173,Non AC Seater (2+3),17:15,03h 30m,20:45,4.2,150.0,36.0
452,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 17:30 - 311,Non AC Seater (2+3),17:30,04h 15m,21:45,3.8,155.0,36.0
453,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - JAMURIA - VIA - DURGAPUR - 17:30 - 300,Non AC Seater (2+3),17:30,03h 30m,21:00,3.0,150.0,36.0
454,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 18:30 (DGP DEPOT) - 176,Non AC Seater (2+3),18:30,03h 30m,22:00,3.3,150.0,36.0
455,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),09:15,03h 15m,12:30,4.4,486.0,36.0
456,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line (Karunamoyee),Volvo A/C Seater (2+2),09:15,03h 00m,12:15,4.5,486.0,36.0
457,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),09:15,04h 00m,13:15,4.3,486.0,36.0
458,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),09:15,03h 30m,12:45,4.7,486.0,36.0
459,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),09:50,04h 00m,13:50,4.7,486.0,36.0
460,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),10:00,04h 00m,14:00,3.8,486.0,36.0
461,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),10:25,04h 00m,14:25,4.7,486.0,36.0
462,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:00,04h 00m,15:00,3.9,486.0,36.0
463,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),11:00,04h 00m,15:00,4.3,486.0,36.0
464,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),11:30,04h 00m,15:30,4.3,486.0,36.0
465,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:00,04h 00m,16:00,4.6,486.0,36.0
466,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:00,04h 00m,16:00,4.0,486.0,36.0
467,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),12:30,04h 00m,16:30,3.8,486.0,36.0
468,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:00,04h 00m,17:00,4.0,486.0,36.0
469,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:00,04h 00m,17:00,4.7,486.0,36.0
470,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),13:30,04h 00m,17:30,4.9,486.0,36.0
471,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:00,04h 00m,18:00,4.3,486.0,36.0
472,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:00,04h 00m,18:00,4.3,486.0,36.0
473,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),14:30,04h 00m,18:30,4.8,486.0,36.0
474,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,03h 00m,18:00,4.6,486.0,36.0
475,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:00,04h 00m,19:00,4.4,486.0,36.0
476,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,03h 00m,18:30,4.7,486.0,36.0
477,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line (Karunamoyee),Volvo A/C Seater (2+2),15:45,04h 00m,19:45,4.8,486.0,36.0
478,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,04h 00m,20:00,4.0,486.0,36.0
479,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,03h 15m,19:15,4.6,486.0,36.0
480,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,04h 00m,20:40,3.8,486.0,36.0
481,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:45,04h 00m,20:45,4.4,486.0,36.0
482,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),17:20,04h 00m,21:20,4.7,486.0,36.0
483,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:30,04h 00m,21:30,4.4,486.0,36.0
484,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),18:05,04h 00m,22:05,4.4,486.0,36.0
485,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,03h 45m,22:25,4.5,486.0,36.0
486,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,03h 45m,23:15,3.5,500.0,36.0
487,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,04h 30m,23:00,2.7,899.0,36.0
488,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Maharani Travels,A/C Seater / Sleeper (2+1),21:05,04h 25m,01:30,2.0,281.0,36.0
489,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Tulsi Travel,NON A/C Seater / Sleeper (2+2),14:45,02h 15m,17:00,1.4,281.0,36.0
490,Kolkata to Durgapur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:30,03h 00m,23:30,3.0,281.0,36.0
491,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:00,Non AC Seater (2+3),10:00,05h 45m,15:45,3.5,179.0,10.0
492,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:40,Non AC Seater (2+3),10:40,05h 45m,16:25,3.4,179.0,36.0
493,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|11:30,Non AC Seater (2+3),11:30,05h 45m,17:15,3.0,179.0,36.0
494,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:50,Non AC Seater (2+3),12:50,05h 45m,18:35,3.7,179.0,36.0
495,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,05h 45m,19:10,2.3,179.0,36.0
496,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,05h 45m,20:35,3.1,179.0,36.0
497,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,SANTOSH BUS SERVICE,AC Seater (2+3),11:25,17h 50m,05:15,4.9,450.0,36.0
498,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,05h 40m,17:10,3.5,320.0,36.0
499,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,Satya Paribahan,A/C Executive (2+3),11:50,06h 10m,18:00,4.4,281.0,36.0
500,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,Snemita Paribahan,AC Seater (2+3),11:35,06h 20m,17:55,2.9,281.0,36.0
501,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,City Express,AC Seater (2+3),11:35,06h 10m,17:45,2.4,281.0,36.0
502,Digha to Habra Bus,https://www.redbus.in/bus-tickets/digha-to-habra,Ankita Paribahan,Non AC Seater (2+3),11:50,06h 10m,18:00,2.3,281.0,36.0
503,Midnapore to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,SBSTC-MIDNAPUR - HABRA - 14:00 (MID DEPOT) - 1397,Non AC Seater (2+3),14:00,10h 00m,00:00,3.8,125.0,43.0
504,Midnapore to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,SBSTC-MIDNAPUR - BARASAT - 15:30 (MID DEPOT) - 4004,Non AC Seater (2+3),15:30,04h 30m,20:00,1.0,125.0,48.0
505,Midnapore to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),16:00,08h 00m,00:00,4.1,125.0,36.0
506,Kolkata to Bolpur (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-bolpur-west-bengal,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,03h 45m,18:15,4.1,375.0,36.0
507,Barasat (West Bengal) to Heria Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:00,Non AC Seater (2+3),14:00,02h 40m,16:40,3.0,112.0,36.0
508,Barasat (West Bengal) to Heria Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,02h 15m,17:15,3.5,112.0,36.0
509,Barasat (West Bengal) to Heria Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-heria,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,02h 21m,13:36,3.7,122.0,36.0
510,Haldia to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,03h 15m,20:00,3.4,113.0,36.0
511,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - ALL STOP - 10:00 (BEL DEPOT) - 633,Non AC Seater (2+3),10:00,03h 00m,13:00,3.1,110.0,36.0
512,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - 11:00 (Haldia Depot) - 1331,Non AC Seater (2+3),11:00,03h 00m,14:00,2.9,110.0,36.0
513,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - A/C - 11:35 (Haldia Depot) - 1530,AC Seater (2+2),11:35,03h 00m,14:35,4.1,210.0,36.0
514,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - 12:00 (Belgharia Depot) - 3630,Non AC Seater (2+3),12:00,03h 00m,15:00,2.8,110.0,36.0
515,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - 12:20 (HWH DEPOT) - 1092,Non AC Seater (2+3),12:20,03h 00m,15:20,3.2,110.0,36.0
516,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - 13:00 (Haldia Depot) - 635,Non AC Seater (2+3),13:00,03h 00m,16:00,3.5,110.0,36.0
517,Haldia to Kolkata Bus,https://www.redbus.in/bus-tickets/haldia-to-kolkata,SBSTC-HALDIA - KOLKATA - ALL STOP - 13:30 (Haldia Depot) - 629,Non AC Seater (2+3),13:30,03h 00m,16:30,4.1,110.0,36.0
